content,label
"(1993-08-09)A woman asks another woman to take professional photos of her as she writhes around on the floor. She is sheepish and semi-apologizes for taking advantage of the moment to get her work done (the work of selling her product, namely herself). The woman with the 35 millimeter camera shrugs; she's not too happy about this, but acquiesces. I happen to have my camera and also take pictures. We are snapping fast as the woman poses and smiles sexy and twists and looks cute, and changes and looks pouty, etc. She has whips or seaweed things she twists around with and I think that a bit strange, but she must have meant that to happen, as she doesn't seem the type to leave things to chance and probably planned it this way. One shot is her on her tummy with her hands behind her back with the whip-like things around her, like a bondage thing. Then her show business partner, another woman, enters and they want pictures of them both. I agree and they choose to sit on a flower print couch. ""How's this?"" they ask. I say, ""No, it would be better on the other couch, the yellow one, the print is too busy."" Now my mother is sitting on the flowered couch and asks, testily, if she should get up and out of the way. I say, ""It's not you, it's the couch."" So we move the flowered couch and replace it with the yellow love seat. There is a lace curtain (like in my apartment) behind it. I snap some shots and see, to my delight, that behind the lace curtain is an ocean with girl children playing in it and the photos are now superimposed shots of the two women's heads surrounded with these laughing, playful girls. I take a number of shots because it is so pretty and nice. Then I stop and say to the women, ""I need to tell you what I see here, because I guess that's not what you really want for your professional photos."" I describe what I had seen.",happy
"(1993-08-10)I am male and swimming in the ocean in front of a huge boat. In order to not be run over, I grab the chain and pull myself on board, only to discover it is a sort of prison ship. A man yells exercise marching orders to the prisoners. I hesitate. Which horrible place do I choose: dive in and swim and maybe drown, or give myself over to this prison setting? I stay on board.",happy
"(1993-08-19)I am Paul Newman's dresser. I'm in charge of choosing his matching outfits. He picks some pants and I find matching or coordinated shirts, etc. I tell him I love the movie star Paul Newman and have dreamt about him and then realize he is the same person. I feel a bit embarrassed. He chooses a gray pair of pants and I am upset because I can't find anything to match or go with it. I have failed and I shrug and say, ""Oh well, you'll just have to figure it out yourself then.""",happy
"(1993-08-29)A married couple. The woman is a doctor and I tell her I'm glad she's going to do the blood work on me. I can get sed rates from my regular doctor, but he doesn't do the RA (RH?) factor and he doesn't do a chemistry scan for what nutrients my body handles well and which ones it doesn't use well, so I'll know what to eat to be healthier. I am visiting their home. There are three men: one the husband, one his good friend and another friend who is visiting at the same time I am a Vietnam vet who is crazy. The woman wants to know if I've seen the meadow yet. I say, ""I don't think so. I've been out to the pasture when we rode horses, and you showed me the side yard."" I look out and see a garden, isn't it? I see cabbages and lettuce. Then I see something beyond it which is ugly and not kept up. ""I don't know what that is,"" I say. She'd really like me to see the meadow, it's so pretty and quiet and restful. Now I am getting into a small car-like vehicle, like a bumper car or sports car, convertible. I am going to drive it on the sandy course built for this. People are concerned. I might crash. I take the challenge in stride. I speed up for the corner and the audience gasps. I feel very confident and free. I can do this well and enjoy doing it. I swirl around and around, spraying up sand and racing over bumps and hills that everyone thinks will tip me over. I do it all well and come to a spectacular finish and the audience applause is stupendous. They are thrilled and give me an ovation. The husband comes to me and hugs me and we embrace lovingly. He says, ""I love you. You've been living in my basement and growing and growing and I'll always love you, but I love my wife and she's pregnant and growing in that way, but it's not the same. I love you."" I say I love him. He says, ""But you're not a romantic, right?"" meaning I'll love him and accept the fact that he will remain with his wife. I agree. He's not happy with her, but he is committed to her and will stay. His good friend wants to hug me too, but is blocked by the husband and my mutual love. He stands behind the husband trying to enfold us both in the hug, because that's the only way he can get to me. Later, as he and I are talking, he says, ""We did pretty well when the Vietnam vet came to visit for three days. We all managed. it was hard, but we did it well. We can do it again, now.""",nightmare
"(1993-09-16)I am lying in bed and see a man I kind of am attracted to. I let him come to my bed to make love to me and suddenly realize it is Howard. I let him make love to me, but he ejaculates prematurely, I feel no sexual excitement. I am disgusted with him and he is ashamed. He apologizes and I shrug, barely politely accepting the apology. Now I am aware of his wife, who is jealous, and I spend some time in a crowd of people, trying to stay away from this man, now not Howard. He'd sit next to me and I'd look around to see where the wife was and then think up excuses to move away. Now it's time to go see my play. I am waiting for Corinne, who is going to go to the play with me; I have bought both our tickets. She's late. I look for Bonnie and Mateo, who end up not showing up. I decide to go in and leave Corinne's ticket at the box office in case she makes it. I am led in and I announce to the usher, ""I am the playwright,"" so she'd give me the special seating. We go around to the side wings area so I'd see the play from the wings. The entire area is graveled and I notice there are no chairs for the audience. The usher, a woman, sets a chair for me and I tell her I need one for my friend, should she come. She gets it. Now the audience comes in and there are folding chairs set up. A large crowd is in the next room area and then just as the play is to start, they walk across the audience area, to leave. They are some other group. The video cameras and lights go with them. Now the play starts and it is a series of scenes involving kings, magicians and puppets. I am impressed with how well the actors are doing with only a few rehearsals. They are off book and have done some nice things with puppets to augment their small numbers. Some audience members chuckle at my humorous lines. It isn't an overwhelming success, but it is an OK play. The king announces, ""I am the King,"" several times. I notice the actor who is about to enter and exit from my side of the wings is pulling the curtain closed so I won't be able to see. I say to him, ""Psst. I am the playwright."" He is annoyed, but complies and pushes the curtain open so I can see. He'd rather have closed it for the convenience of the actors and the production.",happy
"(1993-09-22)I am cooking a great special dinner for a man I like. It's sort of a first date. He is very handsome and charming. I am putting things in the oven. He comes to the door and I invite him in. There is exciting tension and anticipation in the air. I set up a table in the other room, which also has a made up double bed with a blue bedspread on it. It's my roommate's room. I take out three pies from the oven and take them in to the table, with my oven mitts on. He is impressed; I am happy. I set the table, with his plate at one end and mine at the other and a third plate on the side between us. I realize I didn't give him the biggest baked potato as I had planned and exchange it. He demurs, but is pleased. He sits and I sit. He says, ""This is too far away from you."" He moves his plate to the side close to me. Now Ellie and ""I"" come in to visit and ""she"" pulls us aside to explain she wants a night alone with this man (she's now sort of like Judy P). We giggle and leave to go to our house. We walk across the unkempt, wild yard to our house. Our third roommate is watching TV and I tell her of the date. She recognizes the man and says, ""He's not a doctor, he's an actor."" I realize he's a fraud trying to con her. So we rush over and pound on the bedroom door and look in the window. It's too late, he's in bed, maybe they already had sex. We sneak around to where he's left his coat and bags. I search for his car keys. I find them and hurry to take his precious car for a ride to pay him back. He's coming toward me so I rush, I drive out and he chases me calling stop! Stop! I want the car to be a sporty car and have trouble getting it to appear so. I drive down a bumpy gravel road and see a road block up ahead. I slow down and the men working the construction let me through. I take a sharp hairpin curve up a side road up a hill, slowly. I go up to a promontory and peek over, watching for him. He arrives huffing and looking all around for me. He's very handsome. The men point to the road I took and he's running up the hill and I slowly drive down the road, luring him on. I know this switchback will take me almost back to the house, but he doesn't. He's lost and upset. This is a great joke. I feel very satisfied I've taught him a good lesson he'll never forget. I stop, get out with his flashlight and wait in a tree as he retrieves his car. He hesitates and calls out he'll give me a ride back, he doesn't feel right about leaving me alone in the woods, but I don't respond and he finally drives away.",sad
"(1993-10-05)I am swimming in a pool. Dovre's swim coach, an older plump athletic woman, watches me. I am a very good swimmer. She is impressed, but stoically watches, not encouraging me. I swim fast and do laps. Now she wants to train me for the team. Now I'm on an airplane, with a small girl with me. The coach is the pilot of this small craft. The little girl doesn't want to sit on the seat I chose for her right next to me because it's a ""holding"" seat. I assure her it is not a holding seat. The pilot coach also assures her. He sits reluctantly. Now in the back of the plane is a famous male movie star and the other women of the swim team are all agog around him. I watch him and he watches me. We are interested. Now we are at a party, perhaps at my mansion, and I change into a lovely evening gown. I am now drunk on bubbly champagne and fall, and stagger and giggle.",happy
"(1993-10-14)I am a small child, girl. This Hitler kind of man puts a small chip like round lithium battery in my mouth and I swallow it. It has important info on it. I shit it out and he is looking for me to get his chip. War is starting and I have to leave; everyone is running around, trying to escape. I know that chip is important so I hang onto it, shit and all, and am swept by the crowd out of the house and onto a boat. As we are leaving, I want to call out to my Grandfather where I am and that I am safe and alive, but if I do, the Hitler man and a woman will hear. Then I worry if Grandfather is a part of them. I stay quiet. Now I am in some strange battle for my life. The chip transforms into some kinds of animals I can use as weapons. Three other girls use their weapons (animals) to fight me. I fight these biting animals off. It is hard. I steal their babies (stuffed little animals that are alive) and climb up a ladder to a high hidy hole. A huge male giant stands looking into my hidy hole, but I have pulled down a metal sheet that I can see through that apparently he can't see through. He stands there stupidly, not knowing what to do. The little captured animals want to get out and I must keep them with me so I can survive this fight to the death.",nightmare
"(1993-10-14)I am a woman teacher in a prison. The orphan boys were brought in to get a taste of what it feels like to be prisoners so they'll think twice about being criminals. They are called pre-prisoners. I write, ""Good morning"" on the blackboard with a maroon colored chalk and step back to see if it is readable. It's not too good as other stuff is on the board and it blends in. I write my name, Barb Sanders. I then go to a boy and question him to see what kind of innate intelligence he as. I ask him if Nanu the whale was born with three different colors and it was dark when you saw him, would you see the black color part? It was a trick question. The boy had some ability. Now its break time and I walk around and see a group of women prisoners seated together talking. I try to join them, but they don't want me there, so I go to find a place to lie down and soak up the warm sun. The row of cars parked in the lot leave and there is a line of logs or boards left. I want to lie on one of the sections, but other people are sitting or lying on them. I find the end section empty. I lie down. I have a hard time balancing the plastic different colored glasses and dishes in the drawer, which is sort of me. A good-looking prisoner comes over and kisses me and moves the white bowl to another spot. Now I am more unbalanced and he moved the rows of colored glasses to the end of the section where my feet are. He is attractive and I don't know if I can trust him. He says he's going to meet me tomorrow morning. I go to my room and sleep. The next morning, I have a phone message from him. He can't make it. I am disappointed and concerned he's playing me for a sucker. He says to go ask the prison priest about him. I put on a fur parka and notice a cobweb with a spider hanging off my sleeve. I try to shake it off but I can't. Finally I ask a woman to help me get it off. It's a bit creepy not knowing where it is. Now I go to the priest to check out the man and the priest tells me the story of the man's life. He is the son of an evil multi-millionaire who the son turned in because the son is honest and good, and the father set him up. I am glad he is innocent because I am attracted to him.",happy
"(1993-10-22)I need to go to the store my woman owns. I am sort of Dwight. We'd taken the night off to be together, and I need to get some stationery. I take a dime out of her wallet and ask if she wants to come along. She says she's tired and she'll stay home. I say, ""Ok, I'll be right back."" I am walking barefoot and with each step, I say, ""This is stupid. Why am I doing this? Because I forgot to bring more money which means I'll have to come back tomorrow anyway so this is a wasted trip. And each step I take is doubled with the step to return and then I just have to repeat it again tomorrow."" I stubbornly keep going, however, arguing with myself all the way. I get there and am looking for the part of the store my woman owns (she is like O'Conner of Northern Exposure). The place is a mess and needs to be organized. I'm too tired to do it now and I'm upset because I haven't the time to do it right, and I feel frustrated. Suddenly, my woman shows up at the door, apologizing for letting me take the walk alone. She said she realized that the time we spent together was very precious and more important than anything, so we'll spend it together cleaning and organizing the store. I am pleased and happy that she sees it this way.",sad
"(1993-10-29)I am with Ginny and Ernie. Ernie gives me sweet glances of love. I am unsettled. It feels wonderful and I feel terrible because it isn't right. I try to avoid him. He follows me around and then finally says, ""I want to kiss you."" I walk away. Then he comes up behind me and hugs me gently and with love. I want to relax into it, but walk away. Ginny comes in and I don't know how to act. Ernie says truthfully and directly, ""I kissed B."" Ginny bursts into tears and walks away angrily. I follow her saying it won't happen again. She says angrily, ""You can have him."" I say, ""No, he's yours."" We do this back and forth.",happy
(1993-12-16)Howard sits next to me in a meeting. I pat his knee reassuringly. I am helpful and kind as he is a stranger here among my friends.,happy
"(1993-12-28)I walk into a room with two bathtubs and a shower. A man is taking a bath in one tub and I decide to take a bath. I then decide to shower. I get in and am wiggling around to get all the spray because it feels so good and warm, and I know the man can see my movements through the glass shower door. Then suddenly the shower door slides open and two naked men come in to rape me. I bite and kick and scream, ""Stop it, stop it."" I then see myself from behind and see the purple welts I have (from the arthritis and bunches of single strands of course black stubby hairs growing out of my butt. Not very pretty. I wake with my voice screaming, ""Stop it,"" in my head, very loud and realistic. Nightmare quality.",nightmare
"(1994-02-08)A ""secret pal"" came into my rooms the night before and painted lovely mural-like pictures on my walls. They aren't done yet. I am very surprised and pleased. Then Rosemary comes in and I realize it is her art work and she's pretending to have just dropped by. I show her the paintings, yellow in one room and blue in another, designs on the wall, sort of sketched in some places and fully done in other places. I am mildly curious why she chose to do this. It is ironic since she and I haven't spoken since the Mexico trip. Maybe it's a peace offering. Now I have a white dresser with a mirror on it and some pictures I want to take to the sidewalk ""Saturday market"" kind of thing to sell, only Rosemary has painted part of it blue; thick blue paint. I realize this will make it come down in value. Ironic, eh? Rosemary was trying to help. I decide it was never painted in the first place. The blue disappears and it is pristine white and valuable again. I get it down a full flight of stairs and onto the sidewalk. I place the paintings around it. Rosemary is there with me. Some young college age women come by and are interested.",happy
"(1994-02-15)A man is attracted to me and is trying to get my attention by hanging from a light fixture over a stairwell by his hands and doing tricks. I try to ignore him as I go to my apartment, but he is irresistible and I join him up there. We drop down in an embrace and I look up and say just in time as the square metal box was pulled apart and holding by one screw. We now go up to my apartment. He has moved his things in and a huge black and white bed takes up the entire room with maybe a dozen pillows across it. he turns down the comforter and we get in. He also has maybe four teenage boys. One wants to sleep with us. We laugh and send him on to his room. He goes in and there is bedlam going on in there as they noisily fight. One teen daughter is in there. She's the only nice one. I guess his kids didn't turn out well. Even though he's a wonderful man, his children are ruined. We cuddle up lovingly in the bed. Later, I am coming back to the apartment and a woman stops me and says, ""I'm so glad I met up with you. I have the address of a place where you can write. It's one big room, the owner keeps fifty books there in a stack and the rest of the space is all open. If he moves in more books, he'll prorate the rent."" She writes down the address, maybe like 219 Ausilaudes. ""You don't have to live there,"" she says. ""Just go there each day and write."" I agree I need to do that and thank her for the address. Now I'm walking across a porch where small open boxes are displaying segments of a mystery story. I'd been curious to know how this story went, so I walk and look in each box which depicts a scene. ""The battery,"" I say. It was a foreshadowing at the beginning. Now I understand why. My man is being attacked by horrible round organisms that are just a circle of color. They voraciously eat everything. and if he stops emitting this high-pitched noise like a scream, they will close in on him and eat him alive; me too. I am swimming in a lake and they are under the surface, coming at me. I scream and scream. This is an endless struggle. Finally his noise-emitting thing's battery runs out and he is trying to get a new one in. In the seconds while it's changing, they eat him up. I keep screaming and screaming. Finally I am exhausted and simply give up. They decide I shall die slowly and painfully, and I see myself bruised and battered and exhausted, waiting only for the agony to end with death.",nightmare
"(1994-05-13)I return home after being gone for a few days. Dovre and Ellie are there, Ellie is a young adult, Dovre is maybe 7 or 10 years old. I ask several times, ""Where is Paulina?"" They don't answer and finally I get worried. I demand to know where Paulina is. Ellie flirts with a young adult native American man, pulls his waist belt and they walk off. I realize Paulina is in trouble and Ellie is refusing to answer to me. I yell at her and demand to know. She just leaves with her man. I realize she is going to marry him and I don't even care to rescue her. My concern is Paulina. I ask Dovre who finally says Paulina is in the hospital and so is Charla because Ellie abandoned them without food or water or help. I am appalled. I walk and walk down the city streets looking for the hospital. Dovre comes with me. I ache and hurt terribly and am driven to get to my girls. I get there and walk down hall after hall until I'd gone full circle and found the admitting office, which is right near the nursery. I look in to see Charla as a tiny baby, maybe two years old, screaming in fear as a nurse tries to work with her. I also see a baby girl with a huge extended vulva and scratch marks on her little thin legs near the pelvic region. I realize she's been sexually abused. I want to rescue Charla but must find out about Paulina first. I ask about her and they tell me the room she is in. They want to know where I've been and why wasn't I around when the girls needed me.",nightmare
"(1994-08-29)I am moving to Alaska to collect my inheritance. Some old woman relative died and left her estate to me. A lieutenant, tall, good-looking and muscular, comes to take me there. He is helpful, safe and strong. We are in a taxi and I am tired, having been traveling for some time. We go to a place, a counter where I can pick up my belongings, like a post office or airline place. I see my things are out of their package, and I ask the clerk if she has a large garbage bag I can use to put the loose things in. She doesn't understand at first, then gives me a padded one. I tiredly ask what the return address is on the baggage, so if any of my stuff got lost, it would be sent there. She says some long strange name with lots of ""W's"" in it. I am upset. That is my ex-husband's address. How tricky of him; now he'll get my things. How unfair. I drag my stuff to the taxi and sit in the back seat with the lieutenant. I cry on his shoulder; he likes me and is sympathetic, but a bit distant. Perhaps he's afraid to be clear about his feelings, it might make me more upset. We get to the town and I say, ""You won't like this, but I've forgotten to get my suitcases. They're at the bus depot. I only have the clothes on my back."" We get out. The estate looks kind of small and tacky. There are a line of small, tacky cabins on the front part of the property, facing back to the one on the hill, a steep, dirty hill. I want it to be better and will it to be better. Now we go in and I see room after room, all of them in the wrong places. A bathroom first, a kitchen and the living room off in the back of the house. I want it to all look spacious and rich, and manage some ornate furniture. I go out to the back where a curtain is across the back full wall window. The corner of the curtain falls a bit and I see a beautiful view. I go out on the patio, a wooden deck and admire the mountains in the background. Unfortunately, right next to my property is a wire fence and a bunch of large construction trucks and tacky, bare dirt. Behind a wall is a small, covered swimming pool. I say to the lieutenant, ""Oh, this must be the one warm day of the year. I suppose (it's September) that that cold season (I couldn't remember the name for Fall) is starting tomorrow. His back is to me as he's looking out over the vista. He says, ""This is Juneau, it's warmer here."" I say ""Oh, I forgot, this IS Juneau."" We go back inside. A cold, well-dressed woman comes in; she likes the lieutenant and doesn't like me. She hands me a book that will tell me about the woman who left me the estate. I see a 1920's cupie doll kind of face, on the book cover. There is some mystery here, some sadness, she got used somehow. Now an old butler speaks, but I don't see him. He introduces himself as the old retainer and will be happy to stay on and with his wife the cook and so on. I hesitate, it sure would help, but I ask, ""How much do you charge."" The woman implies I shouldn't worry about it, I've got a pretty good deal here, with the estate. Maybe it's all paid for.",nightmare
"(1994-11-01)An alien female is transforming me. I am lying down in the front seat of a car. I am very afraid. She starts at the top of my head and as she slowly moves down to my feet, my bones and body change somewhat painfully, being pulled into another shape. I am now Eva Saint Marie, blonde, beautiful and elegant. My task now is to go to an audition. It is a small coast town and the local community theatre is putting on a play. The director has some important contacts in Hollywood and somehow I, the dream ego, knows Eva will be the right one. Eva goes in and he sees her and instantly knows she is the one. She is elegant, a certain aura or presence that indicates how very special and talented she is. He comes to her right. He is huge, twice as big as her, and puts his hand on her knee. He says, ""Act sexy."" She takes his hand off her knee, looks him in the eye, and then tosses her hair around and looks sexy. He says, ""You've got the part."" She's on her way to stardom. Now she/I goes to her home. She doesn't recognize it as the alien arranged this all, but she knows it's her new home. It is a small cabin behind a big house, very simple and economically furnished, a small refridge, a bed. A man and a small girl live there. They are her family, I guess. They simply are there, living, waiting as she goes out into the world.",happy
"(1994-11-15)I am in a room with a large wall window. A woman is on the other side. She has pages and pages of lists of songs, by the decade, and is going through the list with me. We're looking for songs we like. Bill Cosby comes in from a door at the left and is deftly ""playing"" the wall, like it is a piano keyboard. Then he plays the keyboard to the right of the wall, under the window. It is a complex piano piece like the flight of the bumblebee. I am impressed and ask him how he does that, on the wall. He shows me some intricate hand moves that simulate a piano sound. I call to the girls upstairs to come see Bill Cosby. They come down, but he is gone and they are disappointed. Now a group is going to the concert and a guide or two is there to show us how to walk across the ledge of stones, a thin row of stones across a vast precipice. It's a scary walk, but we are doing it. Suddenly a young person falls off, but surprise, the guides are quickly down at the bottom to catch them, so no one is hurt. No one can get hurt even though it seems a dangerous walk. Now I go up a hall, up a few stairs to a small room, in the Hult, Studio One, it is called. Small baby children are playing an elaborate pipe organ-like instrument with their adult helpers. It's pretty, maybe Mozart, but not the concert I came to see. I move on in search of another room. I find one where adults are doing the same kind of music. Now I need to go to the bathroom and find a stall. It is a mess in there. There's a toilet, a pediatrics commode, all shitty, and a pool of urine on the floor. I don't want to touch anything. A woman pops her head in and apologizes for the smelly commode. I try to pee in the pool on the floor without dragging my clothes in it. It is difficult. I decide to leave.",sad
"(1994-11-16)A little girl is getting ready to go to school. Her mom and others are fussing about making everything just right. She has an elaborate hat and dress on. A little boy, her brother, is feeling neglected. He plays a card game and runs away to get attention. No one at school likes the little girl and a woman, like Aunt Naomi, says, ""Maybe you are just trying (working) too hard."" She takes the hat off and turns the dress inside out so it isn't so fancy. I, the dream ego, think, ""Boy, what an amazing coincidence. The dress is reversible like that and no ugly seams show"" Now the boy has run away and someone on a huge motorcycle is taking him for a ride. The motorcycle has a canopy on it. Later, I (adult) get on a motorcycle to go find him. My mother is riding on the back and I keep trying politely to get her off. I'd say, ""Here's a nice place you could stay,"" and she'd say, ""Why would I want to stay at a place that looks like an aircraft carrier?"" (a huge apartment complex). I take the wrong turn. I go the left fork. My mother says, ""The gravel looks different here."" I say, ""You're right."" I made the wrong turn and I go back to the fork to go down the right fork. I had intuitively felt it was the right way, even before my mother spoke.",happy
"(1994-11-17)Derek kisses me. I am disappointed because his mouth is hugely wide and it doesn't feel good. He French kisses and it is intense, our tongues intricately intertwining. I feel him have an orgasm and I am untouched with sexual passion. It feels very cold and self-serving. Now I am being chased by him and other people. I run for my life. They are gaining on me and then I am backed up to a huge barbed wire fence. I turn and fight hard, without guilt. It is simply necessary to defend myself. I box kick and do karate moves. I force the fence into a man's throat, so the barbed wire is poking his throat. I demand they open the gate. It slides open enough and I dart across ""no man's land,"" a railroad yard, tracks and mud. A ""living"" box car is trying to run me over as I try to race across the land and over the tracks. It moves like a cartoon creature out to get me. I cross the other fence on the other side and run like hell. The landscape is dismal and frightening. I turn left and am in a hall-like place like the storage unit place. I duck into a storage unit where green plastic upholstered dining chairs from a 1950's style are stored. I sit in one and slide the door partially shut and tremble in terror. [BL]",nightmare
"(1994-11-19)Bonnie and I are in a pickup truck traveling back home and she stops and grabs a small calf and kills it, throwing it in the back of the truck. She does this a second time, explaining that the baby calf was pregnant anyway and would have died. I am very upset and say to her, 'This is cattle rustling. At least drive away from the door of where you stole it."" She drives a ways and parks right in front of an old broken down, rotting house. I hear a mean couple arguing. I want to escape there, but sit in the passenger seat, not doing anything. I see Bonnie use a knife to cut open the pregnant calf. She says, ""See, I told you it was pregnant.""",nightmare
"(1994-12-10)I am in a living room. Derek is there, as well as Charla and other relatives. Derek and I had done half of a script I'd written. We'd taped it, maybe radio or audio tape, I don't know. Charla was in it. Now at 2:00, we'll go in and tape the second half. I'm checking the script to see if Charla is still in it. Some woman relative says, ""...But Dovre is so angry at Derek. If he has to go pick Charla up, she'll be mad at him."" I say, ""Then I'll go get her."" I see Charla isn't in the script in the second half and notice there are only long monologues for Derek and me. I see Derek sitting in an easy chair and I hop happily into his lap. I realize that's a bit intimate, so I scoot up on the arm of the chair. I alternate being in his lap and getting up on the arm of the chair. I tell Charla she can stay here with the relatives for a while, as she's not in the script. I am relieved she takes it well and is happy to stay. I see two young men come in and I think one is just like Tony Curtis. Is he a cousin or an Uncle? I am trying to remember. It seems he used to be a relative many years ago. He says hello to me and I realize he is perhaps a son of the old one I remember. He doesn't remember me. I go to Aunt Naomi and ask her if that was Tony, not the Dressel one, but the one that I might have know many years ago. She is surprised and tells me a story of a young man she loved long ago. I say, ""But have I met him?"" She says, ""No."" I realize she thought I was being psychic and clicking in on her past love. She is very tall. Now I go into another room. Derek is there holding an oblong box with lots of buttons in it, a musical instrument of some kind. Uncle Joel is there. Derek also has some golf clubs. I teasingly take one and we tease back and forth about how I don't know how to play golf. I say, ""Sure I do. You take this club and you..."" I look at the ends. No hitting part. So I tickle Uncle Joel's nose with it and we laugh. Then I take the box and try to play a song. At first it is random notes and then I start to get the hang of it and play a nice rhythmic rumba kind of music and end on three bass notes. Everyone is laughing happily and applauding. It is very joyful and I feel good about having figured out how to do it and do it well. I then look at the buttons in the box and realize I've mushed them all up until they are a messy mass of what looks like rubber eraser bits. I say, ""Oops, hope you can put it back together"" (to Uncle Joel). I then realize it's almost 2:00. I get up to go change my clothes to go to the taping. Uncle Joel is seated on a stool and is sad. He tells me how he used to be good at things and now he can't do them any more. He just tried to read for five hours and on the short reading tests he did OK, but on the longer ones he couldn't remember what he'd read. I am very sympathetic and tell him how I've had to go on and learn new things and give myself grace and time to get good at the new thing. I sort of am aware I'm lecturing, even though I am genuinely sympathetic and loving. I look over at Derek to see if he noticed. Now I'm holding Uncle Joel's hand and I'm walking away to go change. I still have his hand in mine and turn to see that Derek had exchanged Joel's hand for his own and is walking behind me. We go into the bedroom and I see it is 2:00 now. ""Oh,"" I say, ""We're late...."" I rush around getting the clothes. Derek is very mad at himself for being late again and slaps himself on the legs. I say, ""...but first I really got to go pee."" I rush for the bathroom.",happy
"(1994-12-18)There is a huge warehouse room and inside are screaming, terrorized people being mass murdered by machine gun fire. One of the bad guys, a woman, comes outside, because it is so horrible she can't bear it. She fires one bullet out of her machine gun in the general direction of others like her that are doing the killing. I sense that if she gets stronger, she will be able to defend and stop the mass killing. Some blood seeps out from under the door jamb. An umbrella with a spot of blood comes out and then a young teen woman in a yellow lace and satin knee-length prom dress, wrapped in a plastic bag, comes out. She will suffocate if she can't get out of the bag. Another young woman comes by and tries to untie the knot on the bag saying, ""I'll undo the pie."" The feeling is one of distance. I don't see the carnage, only small spots of blood and they are in a room. But I know this distant terror is real and could become close and be felt.",nightmare
"(1994-12-18)Derek and I arrive at a house. The meeting will start soon, maybe a dream group meeting. Some of the people are arriving. I can't get my car parked. The gate is locked and I'd have to get out and unlock it. I'm across the other lane of the road where the road curves downhill and a car is coming, so I move the car to a rocky spot. It won't fit. I turn around and someone gets in and I get out. They will park the car. Now I go in. Derek arrives and comes in. We greet each other with a kiss and quickly we are passionately kissing and want to find a place to be alone to make love. We go to several different rooms and find a bedroom. We make love. I hold his head in my hands. It is a small head. I can't see his face well. He is feeling only down to his chest. As we wriggle around he groans in pleasure with pain. I ask, ""Am I hurting you?"" He says, ""Yes, but it is OK,"" as it also is the orgasm. We desperately want each other.",happy
"(1994-12-22)Sparky wants to plug in a string of Christmas lights that have a short circuit in them, or rather the switch in the wall does. The lights go on and off. I suggest she try another switch or plug in. Kenneth comes in dressed in a graduation gown, a witch's hat and funky platform-heeled shoes. Sparky is a bit taken aback. I say, ""He's like that,"" somewhat proudly. Kenneth grabs the string of lights and says, ""Let's try plugging them in over here."" I am pleased he has the same thoughts as I do and acts upon them. Now he's hungry and wants to eat. He grabs a hamburger from a buffet bar in the center of the room and another one for Sparky. She says she doesn't want it. So he puts it back and places two sandwiches there. A fat, bald baby is sitting there and she takes a huge bite out of the sandwich. I go to her to stop her from eating Kenneth's food. Her mouth is overflowing with mayo. She's sliding off the high chair. I have a bag in my left hand and am trying to keep her from falling off the chair and keep feeding her too. I wonder why I didn't think to put down the bag so I could use both hands. Then a man is laying on the floor. His face is pudgy and bald like the baby's. He says he's joined the Marines. I say, teasing, ""They only want a few good men,"" and he and I say together, ""but if you're not a good man, they'll make your life hell."" We laugh. [BL]",happy
"(1995-01-05)A deaf female teacher/star is being sued by her husband over the lyrics of her song. The school board makes a ruling. She and the husband drive to the school to get the decision. A hired man (agent or something) is driving the car. There is a circle cul-de-sac and on the curb is the board, who are playing a tape of the song. This somehow is an embarrassment to the woman singer and she's pissed. So as they drive around the circle, she says to the driver, ""Do it,"" meaning speed up the car, drive it up over the curb and over the lawn and through a sculpture; destructive. The driver pleads with her not to order him to do this. He says, ""Please. I'm asking. I'm begging you. I'm demanding. I'm refusing."" She stiffly and angrily orders him to do it. Against his own wishes, he then starts to obey her. Some woman (perhaps me) in the back seat reaches over and grabs the wheel and they fight as the woman tries to force them to not hit the sculpture. They crash and someone, the driver or the woman, is now walking alongside the singer, screaming at her angrily! ""Damn it! You could be the most kind, helpful, loving person in the world with all the gifts you have and you choose to be destructive and mean. Why? Why do you do this?"" She won't listen. She's too haughty and angry.",nightmare
"(1995-01-17)I am vacationing on Hawaii. I look forward to the beauty. but things keep going wrong: the wrong bus, we get stalled, we can't find the place. I discover it's just a tourist trap. Finally I leave and then decide to return, thinking I can find some small corner near the beach where I can enjoy the ocean and surf and beach. I know I made the wrong decision, but I do it anyway. I find a rundown neighborhood. The tourist fancy buildings are off on the horizon, but I can't find the ocean.",happy
